"","total_minutes_played","overall_pick","pick_bucket","educational_prestige","team_conference"
"1165",11959,23,"MidtoLateFirst","NonCollegiate","Western"
"1166",3446,24,"MidtoLateFirst","OtherCollege","Western"
"1167",2896,25,"MidtoLateFirst","NonCollegiate","Western"
"1168",21976,26,"MidtoLateFirst","OtherCollege","Eastern"
"1169",13675,27,"MidtoLateFirst","OtherCollege","Western"
"1170",16100,28,"MidtoLateFirst","OtherCollege","Western"
"1171",7511,29,"MidtoLateFirst","OtherCollege","Western"
"1172",1049,30,"MidtoLateFirst","NonCollegiate","Eastern"
"1173",2322,31,"SecondRound","OtherCollege","Western"
"1174",786,32,"SecondRound","OtherCollege","Eastern"
"1175",14875,33,"SecondRound","PowerSchool","Western"
"1177",820,35,"SecondRound","OtherCollege","Eastern"
"1178",3966,36,"SecondRound","OtherCollege","Western"
"1179",7054,37,"SecondRound","OtherCollege","Western"
"1180",1570,38,"SecondRound","OtherCollege","Western"
"1181",11323,39,"SecondRound","NonCollegiate","Eastern"
"1182",2554,40,"SecondRound","OtherCollege","Eastern"
"1183",12110,41,"SecondRound","PowerSchool","Eastern"
"1184",14411,42,"SecondRound","OtherCollege","Western"
"1185",11299,43,"SecondRound","OtherCollege","Eastern"
"1186",7998,44,"SecondRound","OtherCollege","Eastern"
"1187",2011,45,"SecondRound","OtherCollege","Western"
"1188",20743,46,"SecondRound","OtherCollege","Eastern"
"1190",32,48,"SecondRound","OtherCollege","Western"
"1194",3929,52,"SecondRound","PowerSchool","Eastern"
"1195",1414,53,"SecondRound","NonCollegiate","Western"
"1197",17013,55,"SecondRound","OtherCollege","Western"
"1200",594,58,"SecondRound","OtherCollege","Eastern"
"1203",21833,1,"Top5","PowerSchool","Eastern"
"1204",18938,2,"Top5","OtherCollege","Eastern"
"1205",19202,3,"Top5","OtherCollege","Eastern"
"1206",13472,4,"Top5","OtherCollege","Western"
"1207",19509,5,"Top5","PowerSchool","Western"
"1208",5694,6,"Lottery","OtherCollege","Western"
"1209",17670,7,"Lottery","OtherCollege","Eastern"
"1210",17698,8,"Lottery","OtherCollege","Western"
"1211",22832,9,"Lottery","OtherCollege","Western"
"1212",24741,10,"Lottery","OtherCollege","Eastern"
"1213",3389,11,"Lottery","PowerSchool","Western"
"1214",2905,12,"Lottery","PowerSchool","Western"
"1215",13756,13,"Lottery","OtherCollege","Eastern"
"1216",14923,14,"Lottery","PowerSchool","Western"
"1217",4635,15,"MidtoLateFirst","OtherCollege","Eastern"
"1218",5332,16,"MidtoLateFirst","OtherCollege","Western"
"1219",6430,17,"MidtoLateFirst","NonCollegiate","Eastern"
"1220",21021,18,"MidtoLateFirst","PowerSchool","Western"
"1221",18151,19,"MidtoLateFirst","OtherCollege","Eastern"
"1222",4320,20,"MidtoLateFirst","OtherCollege","Western"
"1223",121,21,"MidtoLateFirst","OtherCollege","Western"
"1224",1470,22,"MidtoLateFirst","OtherCollege","Western"
"1225",10872,23,"MidtoLateFirst","OtherCollege","Western"
"1226",623,24,"MidtoLateFirst","OtherCollege","Eastern"
"1227",741,25,"MidtoLateFirst","OtherCollege","Western"
"1228",5530,26,"MidtoLateFirst","OtherCollege","Western"
"1229",6843,27,"MidtoLateFirst","OtherCollege","Eastern"
"1230",9520,28,"MidtoLateFirst","OtherCollege","Western"
"1231",542,29,"MidtoLateFirst","PowerSchool","Eastern"
"1232",591,30,"MidtoLateFirst","OtherCollege","Eastern"
"1233",82,31,"SecondRound","NonCollegiate","Eastern"
"1234",347,32,"SecondRound","OtherCollege","Eastern"
"1235",12645,33,"SecondRound","OtherCollege","Western"
"1236",401,34,"SecondRound","OtherCollege","Western"
"1237",9172,35,"SecondRound","NonCollegiate","Eastern"
"1239",39,37,"SecondRound","OtherCollege","Eastern"
"1240",24,38,"SecondRound","OtherCollege","Eastern"
"1241",6010,39,"SecondRound","OtherCollege","Eastern"
"1242",12680,40,"SecondRound","PowerSchool","Eastern"
"1243",397,41,"SecondRound","OtherCollege","Eastern"
"1245",711,43,"SecondRound","OtherCollege","Western"
"1246",491,44,"SecondRound","OtherCollege","Eastern"
"1248",2,46,"SecondRound","OtherCollege","Western"
"1252",181,50,"SecondRound","OtherCollege","Western"
"1254",871,52,"SecondRound","OtherCollege","Eastern"
"1255",21,53,"SecondRound","NonCollegiate","Eastern"
"1256",134,54,"SecondRound","OtherCollege","Western"
"1257",2626,55,"SecondRound","OtherCollege","Western"
"1258",157,56,"SecondRound","OtherCollege","Western"
"1259",17,57,"SecondRound","OtherCollege","Eastern"
"1260",215,58,"SecondRound","OtherCollege","Western"
"1263",20804,1,"Top5","PowerSchool","Eastern"
"1264",8864,2,"Top5","OtherCollege","Western"
"1265",16101,3,"Top5","NonCollegiate","Western"
"1266",19556,4,"Top5","OtherCollege","Eastern"
"1267",18141,5,"Top5","NonCollegiate","Eastern"
"1268",2455,6,"Lottery","NonCollegiate","Eastern"
"1269",14719,7,"Lottery","NonCollegiate","Western"
"1270",13202,8,"Lottery","PowerSchool","Eastern"
"1271",24666,9,"Lottery","PowerSchool","Eastern"
"1272",3213,10,"Lottery","OtherCollege","Eastern"
"1273",21281,11,"Lottery","OtherCollege","Western"
"1274",14379,12,"Lottery","OtherCollege","Western"
"1275",17724,13,"Lottery","PowerSchool","Western"
"1276",19451,14,"Lottery","PowerSchool","Western"
"1277",18025,15,"MidtoLateFirst","OtherCollege","Eastern"
"1278",22869,16,"MidtoLateFirst","OtherCollege","Eastern"
"1279",11470,17,"MidtoLateFirst","OtherCollege","Eastern"
"1280",2605,18,"MidtoLateFirst","OtherCollege","Eastern"
"1281",23618,19,"MidtoLateFirst","OtherCollege","Eastern"
"1282",4566,20,"MidtoLateFirst","NonCollegiate","Western"
"1283",829,21,"MidtoLateFirst","PowerSchool","Western"
"1284",11728,22,"MidtoLateFirst","OtherCollege","Western"
"1285",7718,23,"MidtoLateFirst","NonCollegiate","Western"
"1286",18001,24,"MidtoLateFirst","OtherCollege","Western"
"1287",3456,25,"MidtoLateFirst","OtherCollege","Eastern"
"1288",2100,26,"MidtoLateFirst","OtherCollege","Western"
"1289",298,27,"MidtoLateFirst","OtherCollege","Eastern"
"1290",8018,28,"MidtoLateFirst","OtherCollege","Eastern"
"1291",16161,29,"MidtoLateFirst","OtherCollege","Western"
"1292",22864,30,"MidtoLateFirst","OtherCollege","Eastern"
"1293",17519,31,"SecondRound","NonCollegiate","Eastern"
"1294",150,32,"SecondRound","OtherCollege","Eastern"
"1295",7794,33,"SecondRound","PowerSchool","Eastern"
"1296",8392,34,"SecondRound","OtherCollege","Eastern"
"1297",120,35,"SecondRound","PowerSchool","Western"
"1298",635,36,"SecondRound","OtherCollege","Eastern"
"1299",119,37,"SecondRound","OtherCollege","Western"
"1300",13246,38,"SecondRound","OtherCollege","Western"
"1301",1034,39,"SecondRound","NonCollegiate","Eastern"
"1302",5945,40,"SecondRound","OtherCollege","Eastern"
"1303",1464,41,"SecondRound","OtherCollege","Western"
"1304",7380,42,"SecondRound","NonCollegiate","Eastern"
"1305",534,43,"SecondRound","PowerSchool","Eastern"
"1306",1334,44,"SecondRound","OtherCollege","Western"
"1307",888,45,"SecondRound","PowerSchool","Western"
"1308",475,46,"SecondRound","OtherCollege","Western"
"1309",45,47,"SecondRound","OtherCollege","Western"
"1310",9,48,"SecondRound","OtherCollege","Eastern"
"1311",296,49,"SecondRound","PowerSchool","Western"
"1312",6905,50,"SecondRound","OtherCollege","Eastern"
"1314",135,52,"SecondRound","OtherCollege","Eastern"
"1315",1907,53,"SecondRound","PowerSchool","Eastern"
"1317",12564,55,"SecondRound","OtherCollege","Eastern"
"1322",15563,60,"SecondRound","OtherCollege","Western"
"1323",20805,1,"Top5","PowerSchool","Western"
"1324",10978,2,"Top5","PowerSchool","Eastern"
"1325",22418,3,"Top5","OtherCollege","Eastern"
"1326",11835,4,"Top5","OtherCollege","Eastern"
"1327",4204,5,"Top5","PowerSchool","Western"
"1328",25835,6,"Lottery","OtherCollege","Western"
"1329",23763,7,"Lottery","OtherCollege","Western"
"1330",16626,8,"Lottery","OtherCollege","Eastern"
"1331",21269,9,"Lottery","PowerSchool","Eastern"
"1332",15842,10,"Lottery","PowerSchool","Western"
"1333",7158,11,"Lottery","OtherCollege","Western"
"1334",11896,12,"Lottery","PowerSchool","Western"
"1335",3083,13,"Lottery","OtherCollege","Western"
"1336",8752,14,"Lottery","OtherCollege","Eastern"
"1337",14019,15,"MidtoLateFirst","OtherCollege","Eastern"
"1338",9,16,"MidtoLateFirst","OtherCollege","Western"
"1339",7254,17,"MidtoLateFirst","OtherCollege","Western"
"1340",5562,18,"MidtoLateFirst","PowerSchool","Western"
"1341",4080,19,"MidtoLateFirst","OtherCollege","Eastern"
"1342",18475,20,"MidtoLateFirst","NonCollegiate","Western"
"1343",6532,21,"MidtoLateFirst","OtherCollege","Eastern"
"1344",36,22,"MidtoLateFirst","OtherCollege","Eastern"
"1345",2183,23,"MidtoLateFirst","OtherCollege","Eastern"
"1346",605,24,"MidtoLateFirst","OtherCollege","Eastern"
"1347",3076,25,"MidtoLateFirst","OtherCollege","Western"
"1348",5658,26,"MidtoLateFirst","PowerSchool","Eastern"
"1349",729,27,"MidtoLateFirst","OtherCollege","Eastern"
"1350",1675,28,"MidtoLateFirst","OtherCollege","Western"
"1351",909,29,"MidtoLateFirst","PowerSchool","Eastern"
"1352",2394,30,"MidtoLateFirst","OtherCollege","Western"
"1353",2566,31,"SecondRound","OtherCollege","Eastern"
"1354",8617,32,"SecondRound","NonCollegiate","Eastern"
"1355",761,33,"SecondRound","OtherCollege","Eastern"
"1356",18562,34,"SecondRound","OtherCollege","Eastern"
"1357",19512,35,"SecondRound","OtherCollege","Western"
"1358",1112,36,"SecondRound","OtherCollege","Western"
"1359",5392,37,"SecondRound","OtherCollege","Eastern"
"1360",934,38,"SecondRound","OtherCollege","Western"
"1361",20692,39,"SecondRound","OtherCollege","Eastern"
"1362",16123,40,"SecondRound","OtherCollege","Western"
"1363",491,41,"SecondRound","PowerSchool","Western"
"1364",1272,42,"SecondRound","PowerSchool","Eastern"
"1365",9182,43,"SecondRound","OtherCollege","Eastern"
"1366",407,44,"SecondRound","OtherCollege","Eastern"
"1367",1961,45,"SecondRound","OtherCollege","Eastern"
"1368",5358,46,"SecondRound","PowerSchool","Western"
"1369",52,47,"SecondRound","OtherCollege","Western"
"1370",1089,48,"SecondRound","NonCollegiate","Eastern"
"1371",6714,49,"SecondRound","OtherCollege","Eastern"
"1373",54,51,"SecondRound","OtherCollege","Eastern"
"1374",164,52,"SecondRound","NonCollegiate","Western"
"1375",540,53,"SecondRound","NonCollegiate","Western"
"1376",247,54,"SecondRound","NonCollegiate","Eastern"
"1377",21,55,"SecondRound","OtherCollege","Western"
"1380",1397,58,"SecondRound","OtherCollege","Western"
"1382",2745,60,"SecondRound","OtherCollege","Western"
"1383",1905,1,"Top5","OtherCollege","Eastern"
"1384",15141,2,"Top5","PowerSchool","Eastern"
"1385",13080,3,"Top5","OtherCollege","Eastern"
"1386",10973,4,"Top5","PowerSchool","Eastern"
"1387",10769,5,"Top5","OtherCollege","Western"
"1388",10086,6,"Lottery","PowerSchool","Western"
"1389",12534,7,"Lottery","PowerSchool","Western"
"1390",19974,8,"Lottery","OtherCollege","Eastern"
"1391",10401,9,"Lottery","OtherCollege","Western"
"1392",18624,10,"Lottery","OtherCollege","Western"
"1393",9898,11,"Lottery","OtherCollege","Eastern"
"1394",17811,12,"Lottery","OtherCollege","Western"
"1395",13408,13,"Lottery","OtherCollege","Western"
"1396",4772,14,"Lottery","PowerSchool","Western"
"1397",21354,15,"MidtoLateFirst","NonCollegiate","Eastern"
"1398",1754,16,"MidtoLateFirst","NonCollegiate","Eastern"
"1399",16447,17,"MidtoLateFirst","NonCollegiate","Eastern"
"1400",4880,18,"MidtoLateFirst","OtherCollege","Eastern"
"1401",1110,19,"MidtoLateFirst","NonCollegiate","Eastern"
"1402",13093,20,"MidtoLateFirst","OtherCollege","Eastern"
"1403",12267,21,"MidtoLateFirst","PowerSchool","Western"
"1404",14769,22,"MidtoLateFirst","PowerSchool","Eastern"
"1405",9652,23,"MidtoLateFirst","OtherCollege","Eastern"
"1406",15837,24,"MidtoLateFirst","OtherCollege","Eastern"
"1407",9775,25,"MidtoLateFirst","OtherCollege","Western"
"1408",6801,26,"MidtoLateFirst","OtherCollege","Western"
"1409",18301,27,"MidtoLateFirst","NonCollegiate","Western"
"1411",2396,29,"MidtoLateFirst","PowerSchool","Western"
"1412",142,30,"MidtoLateFirst","NonCollegiate","Western"
"1413",9125,31,"SecondRound","OtherCollege","Eastern"
"1414",2777,32,"SecondRound","NonCollegiate","Western"
"1415",38,33,"SecondRound","OtherCollege","Eastern"
"1416",4799,34,"SecondRound","OtherCollege","Western"
"1417",152,35,"SecondRound","OtherCollege","Eastern"
"1418",2808,36,"SecondRound","OtherCollege","Western"
"1419",79,37,"SecondRound","OtherCollege","Eastern"
"1420",1575,38,"SecondRound","OtherCollege","Eastern"
"1421",2072,39,"SecondRound","PowerSchool","Western"
"1422",51,40,"SecondRound","OtherCollege","Western"
"1423",174,41,"SecondRound","OtherCollege","Western"
"1424",84,42,"SecondRound","OtherCollege","Eastern"
"1425",277,43,"SecondRound","OtherCollege","Eastern"
"1426",6694,44,"SecondRound","OtherCollege","Western"
"1428",452,46,"SecondRound","OtherCollege","Western"
"1429",6260,47,"SecondRound","NonCollegiate","Eastern"
"1430",3125,48,"SecondRound","PowerSchool","Western"
"1431",62,49,"SecondRound","OtherCollege","Eastern"
"1432",8022,50,"SecondRound","OtherCollege","Eastern"
"1434",1185,52,"SecondRound","OtherCollege","Western"
"1437",2823,55,"SecondRound","NonCollegiate","Western"
"1438",224,56,"SecondRound","PowerSchool","Eastern"
"1443",20935,1,"Top5","PowerSchool","Eastern"
"1444",8535,2,"Top5","PowerSchool","Eastern"
"1445",10240,3,"Top5","PowerSchool","Eastern"
"1446",15277,4,"Top5","OtherCollege","Eastern"
"1447",4545,5,"Top5","NonCollegiate","Western"
"1448",15484,6,"Lottery","OtherCollege","Eastern"
"1449",16145,7,"Lottery","PowerSchool","Western"
"1450",6701,8,"Lottery","OtherCollege","Western"
"1451",5683,9,"Lottery","PowerSchool","Western"
"1452",13383,10,"Lottery","OtherCollege","Eastern"
"1453",11012,11,"Lottery","OtherCollege","Western"
"1454",8965,12,"Lottery","NonCollegiate","Eastern"
"1455",15219,13,"Lottery","PowerSchool","Western"
"1456",9553,14,"Lottery","OtherCollege","Western"
"1457",1403,15,"MidtoLateFirst","OtherCollege","Eastern"
"1458",9815,16,"MidtoLateFirst","NonCollegiate","Eastern"
"1459",812,17,"MidtoLateFirst","PowerSchool","Eastern"
"1460",2336,18,"MidtoLateFirst","OtherCollege","Western"
"1461",13473,19,"MidtoLateFirst","OtherCollege","Eastern"
"1462",1293,20,"MidtoLateFirst","NonCollegiate","Eastern"
"1463",557,21,"MidtoLateFirst","OtherCollege","Western"
"1464",263,22,"MidtoLateFirst","PowerSchool","Western"
"1465",10977,23,"MidtoLateFirst","PowerSchool","Western"
"1466",5986,24,"MidtoLateFirst","PowerSchool","Western"
"1467",12614,25,"MidtoLateFirst","NonCollegiate","Western"
"1468",2000,26,"MidtoLateFirst","OtherCollege","Eastern"
"1469",9041,27,"MidtoLateFirst","NonCollegiate","Western"
"1470",376,28,"MidtoLateFirst","OtherCollege","Western"
"1471",1068,29,"MidtoLateFirst","OtherCollege","Western"
"1472",10583,30,"MidtoLateFirst","PowerSchool","Western"
"1473",156,31,"SecondRound","NonCollegiate","Eastern"
"1474",2092,32,"SecondRound","OtherCollege","Eastern"
"1475",10601,33,"SecondRound","OtherCollege","Eastern"
"1476",801,34,"SecondRound","OtherCollege","Eastern"
"1477",151,35,"SecondRound","OtherCollege","Western"
"1478",1684,36,"SecondRound","OtherCollege","Eastern"
"1480",10206,38,"SecondRound","OtherCollege","Eastern"
"1481",14454,39,"SecondRound","OtherCollege","Eastern"
"1482",5299,40,"SecondRound","OtherCollege","Western"
"1483",16018,41,"SecondRound","NonCollegiate","Western"
"1484",262,42,"SecondRound","OtherCollege","Western"
"1485",101,43,"SecondRound","NonCollegiate","Eastern"
"1486",1794,44,"SecondRound","OtherCollege","Western"
"1487",9720,45,"SecondRound","OtherCollege","Western"
"1488",16191,46,"SecondRound","OtherCollege","Eastern"
"1489",131,47,"SecondRound","PowerSchool","Eastern"
"1490",435,48,"SecondRound","OtherCollege","Eastern"
"1491",167,49,"SecondRound","OtherCollege","Eastern"
"1493",1159,51,"SecondRound","NonCollegiate","Eastern"
"1497",973,55,"SecondRound","OtherCollege","Eastern"
"1498",457,56,"SecondRound","OtherCollege","Western"
"1500",1696,58,"SecondRound","OtherCollege","Western"
"1502",581,60,"SecondRound","OtherCollege","Western"
"1503",16472,1,"Top5","PowerSchool","Western"
"1504",12477,2,"Top5","OtherCollege","Western"
"1505",4827,3,"Top5","PowerSchool","Eastern"
"1506",10386,4,"Top5","NonCollegiate","Eastern"
"1507",6107,5,"Top5","NonCollegiate","Eastern"
"1508",9276,6,"Lottery","PowerSchool","Western"
"1509",7187,7,"Lottery","NonCollegiate","Western"
"1510",8410,8,"Lottery","OtherCollege","Eastern"
"1511",7925,9,"Lottery","OtherCollege","Eastern"
"1512",8129,10,"Lottery","PowerSchool","Eastern"
"1513",12379,11,"Lottery","OtherCollege","Eastern"
"1514",8217,12,"Lottery","PowerSchool","Western"
"1515",16072,13,"Lottery","PowerSchool","Western"
"1516",4994,14,"Lottery","OtherCollege","Western"
"1517",12061,15,"MidtoLateFirst","PowerSchool","Eastern"
"1518",12438,16,"MidtoLateFirst","PowerSchool","Eastern"
"1519",1671,17,"MidtoLateFirst","OtherCollege","Eastern"
"1520",3097,18,"MidtoLateFirst","OtherCollege","Western"
"1521",4998,19,"MidtoLateFirst","OtherCollege","Eastern"
"1522",8577,20,"MidtoLateFirst","OtherCollege","Eastern"
"1523",3280,21,"MidtoLateFirst","OtherCollege","Western"
"1524",9837,22,"MidtoLateFirst","OtherCollege","Eastern"
"1525",6759,23,"MidtoLateFirst","OtherCollege","Western"
"1526",8377,24,"MidtoLateFirst","PowerSchool","Eastern"
"1527",2927,25,"MidtoLateFirst","OtherCollege","Western"
"1529",9527,27,"MidtoLateFirst","OtherCollege","Western"
"1530",395,28,"MidtoLateFirst","OtherCollege","Eastern"
"1531",532,29,"MidtoLateFirst","OtherCollege","Eastern"
"1532",6014,30,"MidtoLateFirst","PowerSchool","Western"
"1533",7998,31,"SecondRound","NonCollegiate","Western"
"1534",9864,32,"SecondRound","PowerSchool","Western"
"1535",482,33,"SecondRound","OtherCollege","Eastern"
"1536",762,34,"SecondRound","OtherCollege","Western"
"1537",4691,35,"SecondRound","NonCollegiate","Eastern"
"1538",225,36,"SecondRound","OtherCollege","Western"
"1539",7923,37,"SecondRound","OtherCollege","Eastern"
"1540",859,38,"SecondRound","PowerSchool","Eastern"
"1542",13032,40,"SecondRound","OtherCollege","Eastern"
"1543",7717,41,"SecondRound","OtherCollege","Eastern"
"1545",1077,43,"SecondRound","OtherCollege","Eastern"
"1546",2987,44,"SecondRound","PowerSchool","Western"
"1548",9423,46,"SecondRound","PowerSchool","Eastern"
"1550",161,48,"SecondRound","PowerSchool","Western"
"1558",29,56,"SecondRound","OtherCollege","Western"
"1563",9326,1,"Top5","OtherCollege","Eastern"
"1564",12080,2,"Top5","PowerSchool","Western"
"1565",11559,3,"Top5","OtherCollege","Eastern"
"1566",3755,4,"Top5","NonCollegiate","Western"
"1567",5897,5,"Top5","OtherCollege","Western"
"1568",13675,6,"Lottery","OtherCollege","Western"
"1569",10384,7,"Lottery","PowerSchool","Western"
"1570",5338,8,"Lottery","OtherCollege","Western"
"1571",8409,9,"Lottery","OtherCollege","Eastern"
"1572",3624,10,"Lottery","NonCollegiate","Eastern"
"1573",11806,11,"Lottery","OtherCollege","Eastern"
"1574",8936,12,"Lottery","OtherCollege","Western"
"1575",477,13,"Lottery","NonCollegiate","Western"
"1576",4817,14,"Lottery","OtherCollege","Eastern"
"1577",4655,15,"MidtoLateFirst","NonCollegiate","Western"
"1578",486,16,"MidtoLateFirst","NonCollegiate","Eastern"
"1579",579,17,"MidtoLateFirst","OtherCollege","Western"
"1580",787,18,"MidtoLateFirst","OtherCollege","Eastern"
"1581",7026,19,"MidtoLateFirst","OtherCollege","Western"
"1582",8761,20,"MidtoLateFirst","OtherCollege","Eastern"
"1583",5670,21,"MidtoLateFirst","OtherCollege","Eastern"
"1584",625,22,"MidtoLateFirst","OtherCollege","Eastern"
"1585",1517,23,"MidtoLateFirst","NonCollegiate","Eastern"
"1586",5254,24,"MidtoLateFirst","NonCollegiate","Eastern"
"1587",107,25,"MidtoLateFirst","OtherCollege","Western"
"1588",4794,26,"MidtoLateFirst","NonCollegiate","Eastern"
"1589",11780,27,"MidtoLateFirst","OtherCollege","Eastern"
"1590",2595,28,"MidtoLateFirst","PowerSchool","Western"
"1591",8257,29,"MidtoLateFirst","OtherCollege","Western"
"1592",3035,30,"MidtoLateFirst","OtherCollege","Western"
"1593",1299,31,"SecondRound","OtherCollege","Eastern"
"1594",6846,32,"SecondRound","NonCollegiate","Western"
"1595",2186,33,"SecondRound","PowerSchool","Western"
"1596",2782,34,"SecondRound","PowerSchool","Western"
"1598",10052,36,"SecondRound","OtherCollege","Eastern"
"1599",74,37,"SecondRound","PowerSchool","Western"
"1600",3373,38,"SecondRound","OtherCollege","Eastern"
"1602",24,40,"SecondRound","OtherCollege","Western"
"1603",108,41,"SecondRound","OtherCollege","Eastern"
"1604",1823,42,"SecondRound","OtherCollege","Western"
"1605",125,43,"SecondRound","NonCollegiate","Western"
"1607",136,45,"SecondRound","OtherCollege","Eastern"
"1608",163,46,"SecondRound","OtherCollege","Western"
"1609",3099,47,"SecondRound","OtherCollege","Eastern"
"1610",1667,48,"SecondRound","NonCollegiate","Eastern"
"1611",32,49,"SecondRound","OtherCollege","Eastern"
"1612",4454,50,"SecondRound","OtherCollege","Eastern"
"1613",10,51,"SecondRound","OtherCollege","Eastern"
"1614",91,52,"SecondRound","OtherCollege","Western"
"1615",38,53,"SecondRound","NonCollegiate","Western"
"1616",526,54,"SecondRound","OtherCollege","Eastern"
"1617",28,55,"SecondRound","OtherCollege","Eastern"
"1618",232,56,"SecondRound","PowerSchool","Western"
"1620",2583,58,"SecondRound","OtherCollege","Eastern"
"1622",1714,60,"SecondRound","OtherCollege","Western"
"1623",3251,1,"Top5","OtherCollege","Eastern"
"1624",8187,2,"Top5","PowerSchool","Western"
"1625",12184,3,"Top5","PowerSchool","Eastern"
"1626",6718,4,"Top5","PowerSchool","Western"
"1627",10325,5,"Top5","PowerSchool","Western"
"1628",3512,6,"Lottery","OtherCollege","Eastern"
"1629",8389,7,"Lottery","OtherCollege","Western"
"1630",4804,8,"Lottery","NonCollegiate","Eastern"
"1631",5152,9,"Lottery","OtherCollege","Western"
"1632",3193,10,"Lottery","OtherCollege","Western"
"1633",6298,11,"Lottery","PowerSchool","Eastern"
"1634",6973,12,"Lottery","PowerSchool","Eastern"
"1635",11637,13,"Lottery","PowerSchool","Western"
"1636",9666,14,"Lottery","PowerSchool","Eastern"
"1637",4779,15,"MidtoLateFirst","OtherCollege","Western"
"1638",296,16,"MidtoLateFirst","OtherCollege","Eastern"
"1639",1803,17,"MidtoLateFirst","OtherCollege","Eastern"
"1640",1238,18,"MidtoLateFirst","PowerSchool","Eastern"
"1641",8488,19,"MidtoLateFirst","OtherCollege","Eastern"
"1642",1835,20,"MidtoLateFirst","PowerSchool","Western"
"1643",4000,21,"MidtoLateFirst","NonCollegiate","Western"
"1644",9062,22,"MidtoLateFirst","OtherCollege","Eastern"
"1645",8060,23,"MidtoLateFirst","PowerSchool","Eastern"
"1646",96,24,"MidtoLateFirst","OtherCollege","Western"
"1647",443,25,"MidtoLateFirst","NonCollegiate","Eastern"
"1648",655,26,"MidtoLateFirst","OtherCollege","Western"
"1649",10399,27,"MidtoLateFirst","OtherCollege","Eastern"
"1650",1961,28,"MidtoLateFirst","OtherCollege","Western"
"1651",6807,29,"MidtoLateFirst","OtherCollege","Western"
"1652",8071,30,"MidtoLateFirst","PowerSchool","Western"
"1653",3868,31,"SecondRound","PowerSchool","Eastern"
"1654",957,32,"SecondRound","OtherCollege","Western"
"1655",3827,33,"SecondRound","OtherCollege","Eastern"
"1656",1616,34,"SecondRound","PowerSchool","Western"
"1657",1237,35,"SecondRound","OtherCollege","Eastern"
"1658",686,36,"SecondRound","NonCollegiate","Eastern"
"1659",4111,37,"SecondRound","OtherCollege","Eastern"
"1660",1937,38,"SecondRound","OtherCollege","Eastern"
"1661",843,39,"SecondRound","OtherCollege","Eastern"
"1662",4012,40,"SecondRound","OtherCollege","Western"
"1663",1672,41,"SecondRound","OtherCollege","Eastern"
"1664",3425,42,"SecondRound","PowerSchool","Western"
"1665",2262,43,"SecondRound","NonCollegiate","Western"
"1666",4242,44,"SecondRound","OtherCollege","Eastern"
"1667",7674,45,"SecondRound","OtherCollege","Western"
"1668",4434,46,"SecondRound","OtherCollege","Eastern"
"1669",36,47,"SecondRound","PowerSchool","Eastern"
"1670",1721,48,"SecondRound","OtherCollege","Eastern"
"1671",502,49,"SecondRound","NonCollegiate","Western"
"1673",7066,51,"SecondRound","OtherCollege","Western"
"1674",1520,52,"SecondRound","OtherCollege","Western"
"1675",640,53,"SecondRound","OtherCollege","Eastern"
"1676",225,54,"SecondRound","OtherCollege","Western"
"1677",50,55,"SecondRound","OtherCollege","Western"
"1678",115,56,"SecondRound","OtherCollege","Eastern"
"1681",439,59,"SecondRound","OtherCollege","Western"
"1683",7247,1,"Top5","OtherCollege","Western"
"1684",4159,2,"Top5","PowerSchool","Western"
"1685",8928,3,"Top5","NonCollegiate","Eastern"
"1686",5521,4,"Top5","OtherCollege","Western"
"1687",9400,5,"Top5","OtherCollege","Western"
"1688",4193,6,"Lottery","OtherCollege","Eastern"
"1689",5593,7,"Lottery","PowerSchool","Eastern"
"1690",7179,8,"Lottery","OtherCollege","Eastern"
"1691",4010,9,"Lottery","PowerSchool","Eastern"
"1692",9661,10,"Lottery","PowerSchool","Eastern"
"1693",7724,11,"Lottery","PowerSchool","Eastern"
"1694",8460,12,"Lottery","OtherCollege","Western"
"1695",1604,13,"Lottery","OtherCollege","Western"
"1696",3080,14,"Lottery","OtherCollege","Western"
"1697",4091,15,"MidtoLateFirst","OtherCollege","Eastern"
"1698",143,16,"MidtoLateFirst","OtherCollege","Western"
"1699",4751,17,"MidtoLateFirst","PowerSchool","Eastern"
"1700",4240,18,"MidtoLateFirst","OtherCollege","Western"
"1701",8122,19,"MidtoLateFirst","OtherCollege","Eastern"
"1702",5017,20,"MidtoLateFirst","OtherCollege","Western"
"1703",4198,21,"MidtoLateFirst","PowerSchool","Western"
"1704",1790,22,"MidtoLateFirst","OtherCollege","Eastern"
"1705",4460,23,"MidtoLateFirst","PowerSchool","Eastern"
"1706",4375,24,"MidtoLateFirst","NonCollegiate","Western"
"1707",2963,25,"MidtoLateFirst","OtherCollege","Western"
"1708",6094,26,"MidtoLateFirst","OtherCollege","Eastern"
"1709",3460,27,"MidtoLateFirst","OtherCollege","Eastern"
"1710",622,28,"MidtoLateFirst","PowerSchool","Western"
"1711",526,29,"MidtoLateFirst","NonCollegiate","Eastern"
"1712",1691,30,"MidtoLateFirst","PowerSchool","Eastern"
"1713",1677,31,"SecondRound","NonCollegiate","Western"
"1714",3144,32,"SecondRound","OtherCollege","Western"
"1715",6834,33,"SecondRound","PowerSchool","Western"
"1716",6708,34,"SecondRound","PowerSchool","Eastern"
"1717",290,35,"SecondRound","OtherCollege","Eastern"
"1718",5473,36,"SecondRound","NonCollegiate","Eastern"
