"","total_games_played","overall_pick","pick_bucket","educational_prestige","team_conference"
"1",474,1,"Top5","PowerSchool","Western"
"2",917,2,"Top5","PowerSchool","Western"
"3",742,3,"Top5","OtherCollege","Western"
"4",1000,4,"Top5","OtherCollege","Eastern"
"5",672,5,"Top5","OtherCollege","Western"
"6",438,6,"Lottery","OtherCollege","Eastern"
"7",766,7,"Lottery","OtherCollege","Eastern"
"8",281,8,"Lottery","OtherCollege","Western"
"9",687,9,"Lottery","OtherCollege","Eastern"
"10",639,10,"Lottery","PowerSchool","Western"
"11",800,11,"Lottery","OtherCollege","Eastern"
"12",889,12,"Lottery","OtherCollege","Eastern"
"13",141,13,"Lottery","OtherCollege","Eastern"
"14",867,14,"Lottery","OtherCollege","Western"
"15",237,15,"MidtoLateFirst","OtherCollege","Western"
"16",850,16,"MidtoLateFirst","OtherCollege","Western"
"17",1051,17,"MidtoLateFirst","OtherCollege","Western"
"18",747,18,"MidtoLateFirst","OtherCollege","Eastern"
"19",144,19,"MidtoLateFirst","PowerSchool","Eastern"
"20",55,20,"MidtoLateFirst","OtherCollege","Eastern"
"21",704,21,"MidtoLateFirst","OtherCollege","Western"
"22",87,22,"MidtoLateFirst","OtherCollege","Western"
"23",29,23,"MidtoLateFirst","OtherCollege","Eastern"
"24",116,24,"MidtoLateFirst","OtherCollege","Western"
"25",128,25,"MidtoLateFirst","OtherCollege","Eastern"
"26",1134,26,"MidtoLateFirst","NonCollegiate","Western"
"27",134,27,"MidtoLateFirst","OtherCollege","Eastern"
"28",765,28,"MidtoLateFirst","OtherCollege","Eastern"
"29",20,29,"MidtoLateFirst","OtherCollege","Western"
"30",89,30,"MidtoLateFirst","OtherCollege","Eastern"
"31",143,31,"SecondRound","OtherCollege","Western"
"32",16,32,"SecondRound","OtherCollege","Eastern"
"33",4,33,"SecondRound","PowerSchool","Western"
"34",31,34,"SecondRound","OtherCollege","Western"
"35",64,35,"SecondRound","OtherCollege","Western"
"36",1380,36,"SecondRound","PowerSchool","Western"
"37",149,37,"SecondRound","OtherCollege","Eastern"
"38",676,38,"SecondRound","PowerSchool","Western"
"39",45,39,"SecondRound","OtherCollege","Eastern"
"40",224,40,"SecondRound","NonCollegiate","Eastern"
"41",42,41,"SecondRound","OtherCollege","Eastern"
"43",694,43,"SecondRound","OtherCollege","Eastern"
"45",50,45,"SecondRound","OtherCollege","Eastern"
"46",2,46,"SecondRound","OtherCollege","Western"
"49",359,49,"SecondRound","OtherCollege","Eastern"
"50",138,50,"SecondRound","OtherCollege","Eastern"
"51",36,51,"SecondRound","OtherCollege","Western"
"52",274,52,"SecondRound","OtherCollege","Western"
"55",781,1,"Top5","OtherCollege","Eastern"
"56",1335,2,"Top5","OtherCollege","Western"
"57",586,3,"Top5","OtherCollege","Western"
"58",629,4,"Top5","OtherCollege","Eastern"
"59",966,5,"Top5","OtherCollege","Western"
"60",640,6,"Lottery","PowerSchool","Western"
"61",454,7,"Lottery","OtherCollege","Western"
"62",105,8,"Lottery","OtherCollege","Western"
"63",316,9,"Lottery","OtherCollege","Eastern"
"64",336,10,"Lottery","OtherCollege","Eastern"
"65",801,11,"Lottery","OtherCollege","Western"
"66",210,12,"Lottery","OtherCollege","Western"
"67",689,13,"Lottery","OtherCollege","Western"
"68",115,14,"Lottery","OtherCollege","Western"
"69",90,15,"MidtoLateFirst","OtherCollege","Eastern"
"70",678,16,"MidtoLateFirst","OtherCollege","Eastern"
"71",179,17,"MidtoLateFirst","OtherCollege","Eastern"
"72",541,18,"MidtoLateFirst","OtherCollege","Western"
"73",608,19,"MidtoLateFirst","OtherCollege","Eastern"
"74",201,20,"MidtoLateFirst","OtherCollege","Western"
"75",475,21,"MidtoLateFirst","OtherCollege","Western"
"76",177,22,"MidtoLateFirst","PowerSchool","Eastern"
"77",318,23,"MidtoLateFirst","OtherCollege","Western"
"78",217,24,"MidtoLateFirst","OtherCollege","Western"
"79",256,25,"MidtoLateFirst","PowerSchool","Western"
"80",142,26,"MidtoLateFirst","OtherCollege","Eastern"
"81",1044,27,"MidtoLateFirst","OtherCollege","Western"
"82",52,28,"MidtoLateFirst","OtherCollege","Western"
"83",846,29,"MidtoLateFirst","NonCollegiate","Eastern"
"84",465,30,"MidtoLateFirst","OtherCollege","Eastern"
"85",276,31,"SecondRound","OtherCollege","Western"
"86",118,32,"SecondRound","OtherCollege","Eastern"
"87",48,33,"SecondRound","OtherCollege","Western"
"88",94,34,"SecondRound","PowerSchool","Western"
"89",656,35,"SecondRound","OtherCollege","Eastern"
"90",103,36,"SecondRound","PowerSchool","Eastern"
"91",151,37,"SecondRound","OtherCollege","Eastern"
"92",720,38,"SecondRound","OtherCollege","Western"
"93",174,39,"SecondRound","OtherCollege","Western"
"94",852,40,"SecondRound","OtherCollege","Western"
"95",33,41,"SecondRound","OtherCollege","Eastern"
"96",267,42,"SecondRound","OtherCollege","Western"
"97",683,43,"SecondRound","OtherCollege","Western"
"98",238,44,"SecondRound","OtherCollege","Eastern"
"99",903,45,"SecondRound","OtherCollege","Eastern"
"100",260,46,"SecondRound","OtherCollege","Eastern"
"101",456,47,"SecondRound","OtherCollege","Eastern"
"102",609,48,"SecondRound","OtherCollege","Western"
"104",21,50,"SecondRound","OtherCollege","Western"
"105",457,51,"SecondRound","OtherCollege","Western"
"106",7,52,"SecondRound","NonCollegiate","Eastern"
"108",220,54,"SecondRound","OtherCollege","Western"
"109",707,1,"Top5","OtherCollege","Western"
"110",858,2,"Top5","OtherCollege","Eastern"
"111",600,3,"Top5","OtherCollege","Western"
"112",1196,4,"Top5","OtherCollege","Western"
"113",942,5,"Top5","OtherCollege","Eastern"
"114",296,6,"Lottery","OtherCollege","Western"
"115",567,7,"Lottery","OtherCollege","Western"
"116",251,8,"Lottery","OtherCollege","Western"
"117",1001,9,"Lottery","OtherCollege","Eastern"
"118",413,10,"Lottery","OtherCollege","Eastern"
"119",724,11,"Lottery","OtherCollege","Eastern"
"120",757,12,"Lottery","OtherCollege","Eastern"
"121",1094,13,"Lottery","OtherCollege","Eastern"
"122",72,14,"Lottery","OtherCollege","Western"
"123",352,15,"MidtoLateFirst","OtherCollege","Eastern"
"124",700,16,"MidtoLateFirst","OtherCollege","Western"
"125",286,17,"MidtoLateFirst","OtherCollege","Western"
"126",126,18,"MidtoLateFirst","OtherCollege","Eastern"
"127",183,19,"MidtoLateFirst","PowerSchool","Eastern"
"128",42,20,"MidtoLateFirst","OtherCollege","Western"
"129",508,21,"MidtoLateFirst","OtherCollege","Western"
"130",91,22,"MidtoLateFirst","OtherCollege","Western"
"131",300,23,"MidtoLateFirst","OtherCollege","Eastern"
"132",930,24,"MidtoLateFirst","OtherCollege","Eastern"
"134",127,26,"MidtoLateFirst","PowerSchool","Eastern"
"135",584,27,"MidtoLateFirst","OtherCollege","Western"
"136",95,28,"MidtoLateFirst","OtherCollege","Western"
"138",38,30,"MidtoLateFirst","OtherCollege","Eastern"
"139",655,31,"SecondRound","OtherCollege","Western"
"140",2,32,"SecondRound","OtherCollege","Western"
"141",249,33,"SecondRound","OtherCollege","Western"
"142",4,34,"SecondRound","OtherCollege","Western"
"143",122,35,"SecondRound","OtherCollege","Western"
"144",112,36,"SecondRound","OtherCollege","Eastern"
"145",549,37,"SecondRound","OtherCollege","Western"
"147",78,39,"SecondRound","OtherCollege","Eastern"
"148",499,40,"SecondRound","OtherCollege","Eastern"
"149",84,41,"SecondRound","OtherCollege","Eastern"
"151",13,43,"SecondRound","OtherCollege","Western"
"153",467,45,"SecondRound","OtherCollege","Eastern"
"154",102,46,"SecondRound","OtherCollege","Western"
"156",432,48,"SecondRound","OtherCollege","Western"
"157",168,49,"SecondRound","OtherCollege","Western"
"159",247,51,"SecondRound","NonCollegiate","Western"
"163",1207,1,"Top5","OtherCollege","Eastern"
"164",838,2,"Top5","OtherCollege","Western"
"165",868,3,"Top5","PowerSchool","Western"
"166",885,4,"Top5","OtherCollege","Western"
"167",624,5,"Top5","OtherCollege","Western"
"168",763,6,"Lottery","OtherCollege","Eastern"
"169",708,7,"Lottery","OtherCollege","Western"
"170",483,8,"Lottery","OtherCollege","Eastern"
"171",915,9,"Lottery","OtherCollege","Eastern"
"172",617,10,"Lottery","OtherCollege","Eastern"
"173",1107,11,"Lottery","OtherCollege","Western"
"174",200,12,"Lottery","OtherCollege","Eastern"
"175",586,13,"Lottery","OtherCollege","Western"
"176",493,14,"Lottery","OtherCollege","Eastern"
"177",827,15,"MidtoLateFirst","OtherCollege","Western"
"178",151,16,"MidtoLateFirst","OtherCollege","Western"
"179",827,17,"MidtoLateFirst","OtherCollege","Western"
"180",659,18,"MidtoLateFirst","PowerSchool","Western"
"181",319,19,"MidtoLateFirst","PowerSchool","Eastern"
"182",685,20,"MidtoLateFirst","OtherCollege","Eastern"
"183",821,21,"MidtoLateFirst","OtherCollege","Eastern"
"184",493,22,"MidtoLateFirst","OtherCollege","Western"
"185",496,23,"MidtoLateFirst","OtherCollege","Eastern"
"186",913,24,"MidtoLateFirst","OtherCollege","Western"
"187",157,25,"MidtoLateFirst","OtherCollege","Western"
"188",59,26,"MidtoLateFirst","OtherCollege","Western"
"189",214,27,"MidtoLateFirst","OtherCollege","Eastern"
"190",98,28,"MidtoLateFirst","OtherCollege","Western"
"191",1089,29,"MidtoLateFirst","OtherCollege","Eastern"
"192",749,30,"MidtoLateFirst","OtherCollege","Western"
"193",66,31,"SecondRound","OtherCollege","Western"
"194",418,32,"SecondRound","OtherCollege","Eastern"
"195",39,33,"SecondRound","OtherCollege","Eastern"
"196",224,34,"SecondRound","PowerSchool","Western"
"197",152,35,"SecondRound","OtherCollege","Western"
"198",88,36,"SecondRound","OtherCollege","Western"
"199",25,37,"SecondRound","OtherCollege","Eastern"
"200",21,38,"SecondRound","OtherCollege","Eastern"
"201",148,39,"SecondRound","OtherCollege","Eastern"
"203",535,41,"SecondRound","OtherCollege","Western"
"204",552,42,"SecondRound","OtherCollege","Eastern"
"205",75,43,"SecondRound","NonCollegiate","Western"
"207",103,45,"SecondRound","OtherCollege","Western"
"208",47,46,"SecondRound","OtherCollege","Western"
"209",23,47,"SecondRound","OtherCollege","Eastern"
"210",68,48,"SecondRound","PowerSchool","Western"
"212",50,50,"SecondRound","OtherCollege","Western"
"214",2,52,"SecondRound","OtherCollege","Eastern"
"217",831,1,"Top5","OtherCollege","Eastern"
"218",832,2,"Top5","OtherCollege","Eastern"
"219",704,3,"Top5","OtherCollege","Western"
"220",611,4,"Top5","PowerSchool","Western"
"221",563,5,"Top5","OtherCollege","Western"
"222",825,6,"Lottery","PowerSchool","Eastern"
"223",269,7,"Lottery","PowerSchool","Western"
"224",791,8,"Lottery","OtherCollege","Eastern"
"225",866,9,"Lottery","OtherCollege","Western"
"226",937,10,"Lottery","OtherCollege","Eastern"
"227",839,11,"Lottery","OtherCollege","Eastern"
"228",774,12,"Lottery","OtherCollege","Western"
"229",402,13,"Lottery","OtherCollege","Western"
"230",27,14,"Lottery","OtherCollege","Eastern"
"231",85,15,"MidtoLateFirst","OtherCollege","Eastern"
"232",335,16,"MidtoLateFirst","PowerSchool","Eastern"
"233",207,17,"MidtoLateFirst","PowerSchool","Western"
"234",15,18,"MidtoLateFirst","OtherCollege","Western"
"235",193,19,"MidtoLateFirst","OtherCollege","Eastern"
"236",383,20,"MidtoLateFirst","PowerSchool","Western"
"237",381,21,"MidtoLateFirst","OtherCollege","Western"
"238",568,22,"MidtoLateFirst","OtherCollege","Eastern"
"239",845,23,"MidtoLateFirst","OtherCollege","Western"
"240",993,24,"MidtoLateFirst","OtherCollege","Western"
"241",644,25,"MidtoLateFirst","PowerSchool","Eastern"
"242",8,26,"MidtoLateFirst","OtherCollege","Eastern"
"243",22,27,"MidtoLateFirst","OtherCollege","Western"
"244",800,28,"MidtoLateFirst","OtherCollege","Western"
"246",307,30,"MidtoLateFirst","NonCollegiate","Eastern"
"247",23,31,"SecondRound","OtherCollege","Western"
"248",11,32,"SecondRound","OtherCollege","Eastern"
"249",186,33,"SecondRound","OtherCollege","Western"
"250",40,34,"SecondRound","OtherCollege","Western"
"251",4,35,"SecondRound","OtherCollege","Eastern"
"253",880,37,"SecondRound","PowerSchool","Western"
"256",55,40,"SecondRound","OtherCollege","Eastern"
"258",10,42,"SecondRound","PowerSchool","Western"
"259",53,43,"SecondRound","OtherCollege","Western"
"261",841,45,"SecondRound","OtherCollege","Western"
"262",22,46,"SecondRound","PowerSchool","Western"
"263",579,47,"SecondRound","OtherCollege","Western"
"264",14,48,"SecondRound","OtherCollege","Western"
"268",68,52,"SecondRound","OtherCollege","Western"
"271",688,1,"Top5","OtherCollege","Eastern"
"272",1391,2,"Top5","OtherCollege","Western"
"273",1026,3,"Top5","PowerSchool","Eastern"
"274",957,4,"Top5","PowerSchool","Western"
"275",1208,5,"Top5","OtherCollege","Eastern"
"276",203,6,"Lottery","OtherCollege","Eastern"
"277",736,7,"Lottery","OtherCollege","Western"
"278",756,8,"Lottery","OtherCollege","Western"
"279",465,9,"Lottery","OtherCollege","Eastern"
"280",954,10,"Lottery","OtherCollege","Western"
"281",298,11,"Lottery","OtherCollege","Western"
"282",277,12,"Lottery","OtherCollege","Eastern"
"283",923,13,"Lottery","OtherCollege","Western"
"284",110,14,"Lottery","OtherCollege","Eastern"
"285",789,15,"MidtoLateFirst","OtherCollege","Eastern"
"286",173,16,"MidtoLateFirst","PowerSchool","Western"
"287",793,17,"MidtoLateFirst","OtherCollege","Western"
"288",113,18,"MidtoLateFirst","OtherCollege","Eastern"
"289",156,19,"MidtoLateFirst","OtherCollege","Western"
"290",55,20,"MidtoLateFirst","OtherCollege","Eastern"
"291",327,21,"MidtoLateFirst","OtherCollege","Eastern"
"292",147,22,"MidtoLateFirst","OtherCollege","Western"
"293",733,23,"MidtoLateFirst","OtherCollege","Western"
"294",456,24,"MidtoLateFirst","OtherCollege","Eastern"
"295",277,25,"MidtoLateFirst","PowerSchool","Western"
"296",630,26,"MidtoLateFirst","OtherCollege","Eastern"
"297",168,27,"MidtoLateFirst","OtherCollege","Eastern"
"299",143,29,"MidtoLateFirst","PowerSchool","Western"
"300",786,30,"MidtoLateFirst","OtherCollege","Western"
"302",401,32,"SecondRound","OtherCollege","Eastern"
"303",139,33,"SecondRound","OtherCollege","Eastern"
"304",4,34,"SecondRound","OtherCollege","Eastern"
"305",449,35,"SecondRound","OtherCollege","Western"
"307",114,37,"SecondRound","PowerSchool","Western"
"308",133,38,"SecondRound","PowerSchool","Western"
"309",181,39,"SecondRound","OtherCollege","Western"
"310",11,40,"SecondRound","OtherCollege","Eastern"
"313",105,43,"SecondRound","OtherCollege","Western"
"315",41,45,"SecondRound","PowerSchool","Western"
"316",565,46,"SecondRound","OtherCollege","Eastern"
"317",102,47,"SecondRound","OtherCollege","Western"
"320",3,50,"SecondRound","OtherCollege","Western"
"321",318,51,"SecondRound","OtherCollege","Western"
"322",266,52,"SecondRound","OtherCollege","Western"
"324",215,54,"SecondRound","NonCollegiate","Western"
"325",1030,1,"Top5","OtherCollege","Western"
"326",1015,2,"Top5","OtherCollege","Western"
"327",970,3,"Top5","OtherCollege","Eastern"
"328",1109,4,"Top5","OtherCollege","Eastern"
"329",1462,5,"Top5","NonCollegiate","Western"
"330",395,6,"Lottery","OtherCollege","Western"
"331",878,7,"Lottery","OtherCollege","Eastern"
"332",172,8,"Lottery","OtherCollege","Western"
"333",128,9,"Lottery","PowerSchool","Eastern"
"334",1110,10,"Lottery","OtherCollege","Eastern"
"335",506,11,"Lottery","OtherCollege","Eastern"
"336",472,12,"Lottery","PowerSchool","Western"
"337",822,13,"Lottery","OtherCollege","Western"
"338",658,14,"Lottery","OtherCollege","Eastern"
"339",912,15,"MidtoLateFirst","OtherCollege","Western"
"340",652,16,"MidtoLateFirst","PowerSchool","Eastern"
"341",657,17,"MidtoLateFirst","OtherCollege","Eastern"
"342",810,18,"MidtoLateFirst","OtherCollege","Eastern"
"343",51,19,"MidtoLateFirst","OtherCollege","Eastern"
"344",462,20,"MidtoLateFirst","OtherCollege","Eastern"
"345",1103,21,"MidtoLateFirst","OtherCollege","Western"
"346",135,22,"MidtoLateFirst","PowerSchool","Western"
"347",708,23,"MidtoLateFirst","OtherCollege","Eastern"
"348",140,24,"MidtoLateFirst","OtherCollege","Western"
"349",118,25,"MidtoLateFirst","OtherCollege","Eastern"
"350",28,26,"MidtoLateFirst","OtherCollege","Western"
"351",68,27,"MidtoLateFirst","OtherCollege","Western"
"352",756,28,"MidtoLateFirst","PowerSchool","Western"
"353",307,29,"MidtoLateFirst","OtherCollege","Western"
"354",66,30,"MidtoLateFirst","OtherCollege","Eastern"
"355",43,31,"SecondRound","NonCollegiate","Eastern"
"356",36,32,"SecondRound","OtherCollege","Eastern"
"357",61,33,"SecondRound","OtherCollege","Eastern"
"358",587,34,"SecondRound","OtherCollege","Western"
"359",64,35,"SecondRound","OtherCollege","Eastern"
"360",119,36,"SecondRound","OtherCollege","Western"
"361",13,37,"SecondRound","OtherCollege","Western"
"363",119,39,"SecondRound","PowerSchool","Eastern"
"364",8,40,"SecondRound","OtherCollege","Western"
"366",30,42,"SecondRound","OtherCollege","Eastern"
"367",846,43,"SecondRound","OtherCollege","Eastern"
"371",226,47,"SecondRound","PowerSchool","Western"
"372",230,48,"SecondRound","OtherCollege","Western"
"373",117,49,"SecondRound","OtherCollege","Western"
"374",25,50,"SecondRound","OtherCollege","Western"
"376",541,52,"SecondRound","OtherCollege","Eastern"
"379",1,55,"SecondRound","OtherCollege","Western"
"380",297,56,"SecondRound","OtherCollege","Western"
"381",7,57,"SecondRound","OtherCollege","Eastern"
"382",403,58,"SecondRound","OtherCollege","Eastern"
"383",914,1,"Top5","OtherCollege","Eastern"
"384",973,2,"Top5","OtherCollege","Eastern"
"385",830,3,"Top5","OtherCollege","Western"
"386",846,4,"Top5","OtherCollege","Eastern"
"387",1300,5,"Top5","PowerSchool","Western"
"388",893,6,"Lottery","PowerSchool","Eastern"
"389",778,7,"Lottery","OtherCollege","Western"
"390",507,8,"Lottery","PowerSchool","Eastern"
"391",445,9,"Lottery","PowerSchool","Western"
"392",987,10,"Lottery","OtherCollege","Eastern"
"393",225,11,"Lottery","OtherCollege","Western"
"394",610,12,"Lottery","OtherCollege","Eastern"
"395",1346,13,"Lottery","NonCollegiate","Western"
"396",804,14,"Lottery","NonCollegiate","Western"
"397",1217,15,"MidtoLateFirst","OtherCollege","Western"
"398",545,16,"MidtoLateFirst","PowerSchool","Western"
"399",1011,17,"MidtoLateFirst","NonCollegiate","Western"
"400",381,18,"MidtoLateFirst","OtherCollege","Eastern"
"401",593,19,"MidtoLateFirst","PowerSchool","Eastern"
"402",843,20,"MidtoLateFirst","NonCollegiate","Eastern"
"403",15,21,"MidtoLateFirst","OtherCollege","Eastern"
"404",137,22,"MidtoLateFirst","OtherCollege","Western"
"405",35,23,"MidtoLateFirst","NonCollegiate","Western"
"406",1287,24,"MidtoLateFirst","OtherCollege","Western"
"407",83,25,"MidtoLateFirst","NonCollegiate","Western"
"408",587,26,"MidtoLateFirst","OtherCollege","Eastern"
"409",102,27,"MidtoLateFirst","PowerSchool","Eastern"
"410",74,28,"MidtoLateFirst","OtherCollege","Eastern"
"411",371,29,"MidtoLateFirst","PowerSchool","Eastern"
"412",709,30,"MidtoLateFirst","OtherCollege","Western"
"413",114,31,"SecondRound","OtherCollege","Eastern"
"415",445,33,"SecondRound","OtherCollege","Eastern"
"419",576,37,"SecondRound","OtherCollege","Western"
"420",35,38,"SecondRound","OtherCollege","Eastern"
"423",14,41,"SecondRound","OtherCollege","Western"
"424",203,42,"SecondRound","OtherCollege","Western"
"425",40,43,"SecondRound","OtherCollege","Western"
"426",813,44,"SecondRound","OtherCollege","Western"
"428",27,46,"SecondRound","OtherCollege","Western"
"430",201,48,"SecondRound","OtherCollege","Eastern"
"431",114,49,"SecondRound","OtherCollege","Eastern"
"433",76,51,"SecondRound","OtherCollege","Western"
"434",153,52,"SecondRound","PowerSchool","Eastern"
"435",13,53,"SecondRound","OtherCollege","Eastern"
"436",719,54,"SecondRound","OtherCollege","Western"
"438",101,56,"SecondRound","OtherCollege","Eastern"
"439",60,57,"SecondRound","OtherCollege","Western"
"441",1392,1,"Top5","OtherCollege","Western"
"442",575,2,"Top5","OtherCollege","Eastern"
"443",1043,3,"Top5","OtherCollege","Eastern"
"444",872,4,"Top5","OtherCollege","Western"
"445",837,5,"Top5","OtherCollege","Western"
"446",432,6,"Lottery","PowerSchool","Eastern"
"447",824,7,"Lottery","PowerSchool","Eastern"
"448",733,8,"Lottery","OtherCollege","Western"
"449",938,9,"Lottery","NonCollegiate","Eastern"
"450",440,10,"Lottery","PowerSchool","Eastern"
"451",236,11,"Lottery","OtherCollege","Western"
"452",659,12,"Lottery","OtherCollege","Eastern"
"453",615,13,"Lottery","PowerSchool","Eastern"
"454",534,14,"Lottery","OtherCollege","Western"
"455",541,15,"MidtoLateFirst","OtherCollege","Western"
"456",729,16,"MidtoLateFirst","OtherCollege","Eastern"
"457",54,17,"MidtoLateFirst","OtherCollege","Eastern"
"458",155,18,"MidtoLateFirst","NonCollegiate","Western"
"459",506,19,"MidtoLateFirst","PowerSchool","Eastern"
"460",16,20,"MidtoLateFirst","OtherCollege","Western"
"461",494,21,"MidtoLateFirst","OtherCollege","Eastern"
"462",60,22,"MidtoLateFirst","OtherCollege","Eastern"
"463",755,23,"MidtoLateFirst","OtherCollege","Western"
"464",72,24,"MidtoLateFirst","OtherCollege","Western"
"465",208,25,"MidtoLateFirst","OtherCollege","Eastern"
"466",142,26,"MidtoLateFirst","OtherCollege","Eastern"
"467",776,27,"MidtoLateFirst","PowerSchool","Western"
"468",45,28,"MidtoLateFirst","OtherCollege","Eastern"
"471",48,31,"SecondRound","PowerSchool","Eastern"
"472",19,32,"SecondRound","OtherCollege","Western"
"473",44,33,"SecondRound","NonCollegiate","Eastern"
"474",39,34,"SecondRound","OtherCollege","Western"
"475",15,35,"SecondRound","OtherCollege","Eastern"
"476",23,36,"SecondRound","OtherCollege","Eastern"
"477",387,37,"SecondRound","OtherCollege","Western"
"478",54,38,"SecondRound","OtherCollege","Eastern"
"479",793,39,"SecondRound","OtherCollege","Western"
"481",17,41,"SecondRound","PowerSchool","Western"
"482",858,42,"SecondRound","OtherCollege","Western"
"484",260,44,"SecondRound","OtherCollege","Eastern"
"485",20,45,"SecondRound","OtherCollege","Eastern"
"486",104,46,"SecondRound","OtherCollege","Eastern"
"487",460,47,"SecondRound","PowerSchool","Western"
"488",278,48,"SecondRound","NonCollegiate","Eastern"
"490",252,50,"SecondRound","OtherCollege","Eastern"
"491",80,51,"SecondRound","PowerSchool","Western"
"494",605,54,"SecondRound","OtherCollege","Western"
"498",500,1,"Top5","OtherCollege","Western"
"499",1001,2,"Top5","OtherCollege","Western"
"500",563,3,"Top5","PowerSchool","Western"
"501",1083,4,"Top5","OtherCollege","Eastern"
"502",1541,5,"Top5","OtherCollege","Western"
"503",438,6,"Lottery","OtherCollege","Western"
"504",788,7,"Lottery","OtherCollege","Western"
"505",727,8,"Lottery","OtherCollege","Eastern"
"506",1522,9,"Lottery","NonCollegiate","Eastern"
"507",1343,10,"Lottery","PowerSchool","Eastern"
"508",591,11,"Lottery","OtherCollege","Eastern"
"509",587,12,"Lottery","OtherCollege","Eastern"
"510",353,13,"Lottery","OtherCollege","Eastern"
"511",212,14,"Lottery","OtherCollege","Western"
"512",665,15,"MidtoLateFirst","OtherCollege","Eastern"
"513",243,16,"MidtoLateFirst","OtherCollege","Western"
"514",811,17,"MidtoLateFirst","NonCollegiate","Western"
"515",17,18,"MidtoLateFirst","NonCollegiate","Western"
"516",552,19,"MidtoLateFirst","OtherCollege","Eastern"
"517",113,20,"MidtoLateFirst","PowerSchool","Eastern"
"518",736,21,"MidtoLateFirst","OtherCollege","Western"
"519",608,22,"MidtoLateFirst","OtherCollege","Western"
"520",554,23,"MidtoLateFirst","OtherCollege","Western"
"521",249,24,"MidtoLateFirst","OtherCollege","Western"
"522",981,25,"MidtoLateFirst","NonCollegiate","Eastern"
"523",68,26,"MidtoLateFirst","OtherCollege","Western"
"524",270,27,"MidtoLateFirst","NonCollegiate","Western"
"525",153,28,"MidtoLateFirst","OtherCollege","Eastern"
"526",1005,29,"MidtoLateFirst","PowerSchool","Western"
"527",127,30,"MidtoLateFirst","OtherCollege","Western"
"528",649,31,"SecondRound","PowerSchool","Western"
"529",1049,32,"SecondRound","NonCollegiate","Western"
"530",260,33,"SecondRound","PowerSchool","Western"
"531",325,34,"SecondRound","OtherCollege","Eastern"
"532",102,35,"SecondRound","NonCollegiate","Western"
"533",358,36,"SecondRound","OtherCollege","Western"
"534",9,37,"SecondRound","OtherCollege","Eastern"
"535",5,38,"SecondRound","OtherCollege","Eastern"
"536",671,39,"SecondRound","OtherCollege","Eastern"
"537",3,40,"SecondRound","NonCollegiate","Eastern"
"538",747,41,"SecondRound","OtherCollege","Western"
"539",5,42,"SecondRound","OtherCollege","Eastern"
"540",334,43,"SecondRound","OtherCollege","Eastern"
"541",230,44,"SecondRound","OtherCollege","Eastern"
"542",73,45,"SecondRound","PowerSchool","Western"
"543",40,46,"SecondRound","PowerSchool","Western"
"544",1,47,"SecondRound","OtherCollege","Eastern"
"545",43,48,"SecondRound","OtherCollege","Eastern"
"546",42,49,"SecondRound","OtherCollege","Eastern"
"549",82,52,"SecondRound","OtherCollege","Western"
"550",570,53,"SecondRound","OtherCollege","Western"
"551",103,54,"SecondRound","OtherCollege","Western"
"552",507,55,"SecondRound","OtherCollege","Western"
"553",30,56,"SecondRound","PowerSchool","Western"
"554",22,57,"SecondRound","OtherCollege","Western"
"555",105,58,"SecondRound","OtherCollege","Eastern"
"556",1058,1,"Top5","PowerSchool","Eastern"
"557",576,2,"Top5","OtherCollege","Western"
"558",835,3,"Top5","PowerSchool","Western"
"559",961,4,"Top5","OtherCollege","Western"
"560",262,5,"Top5","NonCollegiate","Eastern"
"561",651,6,"Lottery","OtherCollege","Western"
"562",921,7,"Lottery","PowerSchool","Eastern"
"563",1304,8,"Lottery","OtherCollege","Eastern"
"564",1163,9,"Lottery","OtherCollege","Western"
"565",1410,10,"Lottery","OtherCollege","Eastern"
"566",119,11,"Lottery","PowerSchool","Eastern"
"567",15,12,"Lottery","OtherCollege","Eastern"
"568",827,13,"Lottery","PowerSchool","Western"
"569",142,14,"Lottery","PowerSchool","Western"
"571",991,16,"MidtoLateFirst","OtherCollege","Eastern"
"572",142,17,"MidtoLateFirst","OtherCollege","Eastern"
"573",864,18,"MidtoLateFirst","OtherCollege","Western"
"574",159,19,"MidtoLateFirst","OtherCollege","Western"
"575",294,20,"MidtoLateFirst","OtherCollege","Eastern"
"576",764,21,"MidtoLateFirst","OtherCollege","Western"
"577",632,22,"MidtoLateFirst","OtherCollege","Western"
"578",630,23,"MidtoLateFirst","OtherCollege","Western"
"579",797,24,"MidtoLateFirst","NonCollegiate","Western"
"580",43,25,"MidtoLateFirst","OtherCollege","Eastern"
"581",199,26,"MidtoLateFirst","OtherCollege","Eastern"
"582",471,27,"MidtoLateFirst","OtherCollege","Eastern"
"583",448,28,"MidtoLateFirst","PowerSchool","Western"
"584",15,29,"MidtoLateFirst","NonCollegiate","Western"
"585",16,30,"MidtoLateFirst","PowerSchool","Western"
"587",414,32,"SecondRound","OtherCollege","Eastern"
"588",70,33,"SecondRound","OtherCollege","Western"
"589",153,34,"SecondRound","OtherCollege","Eastern"
"590",366,35,"SecondRound","OtherCollege","Eastern"
"591",137,36,"SecondRound","NonCollegiate","Western"
"592",143,37,"SecondRound","OtherCollege","Western"
"593",135,38,"SecondRound","OtherCollege","Eastern"
"594",8,39,"SecondRound","OtherCollege","Eastern"
"595",384,40,"SecondRound","NonCollegiate","Western"
